 -9.9000e+00  5.0000e-02
 -9.7000e+00  4.5000e-02
 -9.5000e+00  7.5000e-02
 -9.3000e+00  1.3000e-01
 -9.1000e+00  2.5500e-01
 -8.9000e+00  3.6000e-01
 -8.7000e+00  5.6000e-01
 -8.5000e+00  7.3500e-01
 -8.3000e+00  9.0000e-01
 -8.1000e+00  1.2150e+00
 -7.9000e+00  1.2800e+00
 -7.7000e+00  1.5050e+00
 -7.5000e+00  1.7800e+00
 -7.3000e+00  2.0900e+00
 -7.1000e+00  2.3800e+00
 -6.9000e+00  2.9950e+00
 -6.7000e+00  3.1100e+00
 -6.5000e+00  3.8400e+00
 -6.3000e+00  4.5050e+00
 -6.1000e+00  5.0200e+00
 -5.9000e+00  5.8450e+00
 -5.7000e+00  6.6950e+00
 -5.5000e+00  7.8450e+00
 -5.3000e+00  8.2300e+00
 -5.1000e+00  9.4050e+00
 -4.9000e+00  1.0390e+01
 -4.7000e+00  1.1475e+01
 -4.5000e+00  1.2125e+01
 -4.3000e+00  1.2685e+01
 -4.1000e+00  1.3700e+01
 -3.9000e+00  1.4620e+01
 -3.7000e+00  1.5950e+01
 -3.5000e+00  1.6450e+01
 -3.3000e+00  1.7495e+01
 -3.1000e+00  1.8120e+01
 -2.9000e+00  1.9820e+01
 -2.7000e+00  2.0000e+01
 -2.5000e+00  2.0635e+01
 -2.3000e+00  2.1145e+01
 -2.1000e+00  2.2330e+01
 -1.9000e+00  2.2880e+01
 -1.7000e+00  2.3830e+01
 -1.5000e+00  2.3195e+01
 -1.3000e+00  2.4110e+01
 -1.1000e+00  2.4005e+01
 -9.0000e-01  2.5515e+01
 -7.0000e-01  2.5805e+01
 -5.0000e-01  2.5940e+01
 -3.0000e-01  2.5825e+01
 -1.0000e-01  2.6350e+01
  1.0000e-01  2.5830e+01
  3.0000e-01  2.5890e+01
  5.0000e-01  2.5895e+01
  7.0000e-01  2.5550e+01
  9.0000e-01  2.6820e+01
  1.1000e+00  2.5480e+01
  1.3000e+00  2.4695e+01
  1.5000e+00  2.4055e+01
  1.7000e+00  2.3410e+01
  1.9000e+00  2.1555e+01
  2.1000e+00  2.1820e+01
  2.3000e+00  2.1185e+01
  2.5000e+00  1.9875e+01
  2.7000e+00  1.9580e+01
  2.9000e+00  1.9140e+01
  3.1000e+00  1.8075e+01
  3.3000e+00  1.6840e+01
  3.5000e+00  1.5800e+01
  3.7000e+00  1.5575e+01
  3.9000e+00  1.4780e+01
  4.1000e+00  1.3845e+01
  4.3000e+00  1.3240e+01
  4.5000e+00  1.1890e+01
  4.7000e+00  1.0795e+01
  4.9000e+00  9.9000e+00
  5.1000e+00  9.2100e+00
  5.3000e+00  8.4650e+00
  5.5000e+00  7.3450e+00
  5.7000e+00  6.6650e+00
  5.9000e+00  5.9150e+00
  6.1000e+00  4.8150e+00
  6.3000e+00  4.2950e+00
  6.5000e+00  3.5900e+00
  6.7000e+00  3.2800e+00
  6.9000e+00  2.6350e+00
  7.1000e+00  2.4000e+00
  7.3000e+00  1.9350e+00
  7.5000e+00  1.8600e+00
  7.7000e+00  1.3100e+00
  7.9000e+00  1.4850e+00
  8.1000e+00  1.0300e+00
  8.3000e+00  1.0750e+00
  8.5000e+00  5.8500e-01
  8.7000e+00  5.5500e-01
  8.9000e+00  4.3000e-01
  9.1000e+00  2.1000e-01
  9.3000e+00  1.8000e-01
  9.5000e+00  8.5000e-02
  9.7000e+00  7.5000e-02
  9.9000e+00  1.5000e-02
